step,energy_sample_time_fs,position_time_fs,temperature_K,potential_Ry,kinetic_Ry,total_Ry,scf_iterations,early_diagonalization_warning_count,scf_estimated_accuracy_Ry,total_change_meV_atom
63,29.9941656486,30.4779425139,42.81394669,-33.50377393,0.00284726,-33.50092667,6,0,1e-11,0.003741565616294801
64,30.4779425139,30.961719379199998,44.13811173,-33.50386203,0.00293532,-33.50092671,6,0,1.1e-11,0.0036735371450511306
65,30.961719379199998,31.4454962445,45.77062969,-33.50397065,0.00304389,-33.50092676,6,0,1.2e-11,0.0035885015680808255
66,31.4454962445,31.9292731098,47.7002713,-33.50409903,0.00317221,-33.50092681,6,0,1.4e-11,0.003503465979026237
67,31.9292731098,32.4130499751,49.91474001,-33.50424635,0.00331948,-33.50092687,6,0,1.5e-11,0.003401423284245015
68,32.4130499751,32.896826840399996,52.40073874,-33.50441174,0.00348481,-33.50092693,6,0,1.6e-11,0.0032993805894637918
69,32.896826840399996,33.3806037057,55.14404141,-33.50459424,0.00366725,-33.50092699,6,0,1.6e-11,0.0031973378825982863
70,33.3806037057,33.864380571,58.12957056,-33.50479285,0.00386579,-33.50092706,6,0,1.8e-11,0.003078288070006146
71,33.864380571,34.3481574363,61.34147602,-33.50500652,0.00407939,-33.50092713,6,0,1.9e-11,0.002959238257414006
72,34.3481574363,34.8319343016,64.76321468,-33.50523415,0.00430695,-33.5009272,6,0,2e-11,0.0028401884448218655
73,34.8319343016,35.3157111669,68.37763827,-33.50547459,0.00454732,-33.50092727,6,0,2.2e-11,0.0027211386322297253
74,35.3157111669,35.799488032199996,72.16707958,-33.50572668,0.00479933,-33.50092735,6,0,2.1e-11,0.002585081701826667
75,35.799488032199996,36.2832648975,76.11344061,-33.5059892,0.00506178,-33.50092743,6,0,2e-11,0.002449024771423609
76,36.2832648975,36.7670417628,80.19828623,-33.50626093,0.00533343,-33.5009275,6,0,2.1e-11,0.0023299749467471857
77,36.7670417628,37.2508186281,84.40293285,-33.50654064,0.00561305,-33.50092758,6,0,2.2e-11,0.002193918016344128
78,37.2508186281,37.7345954934,88.70853577,-33.50682705,0.00589939,-33.50092767,6,0,2.3e-11,0.002040853968130152
79,37.7345954934,38.2183723587,93.09617731,-33.50711893,0.00619118,-33.50092775,6,0,2.2e-11,0.0019047970377270942
80,38.2183723587,38.702149223999996,97.54695951,-33.507415,0.00648717,-33.50092783,6,0,2.5e-11,0.0017687401073240364
81,38.702149223999996,39.1859260893,102.04208388,-33.50771402,0.00678611,-33.50092791,6,0,2.5e-11,0.0016326831769209783
82,39.1859260893,39.6697029546,106.56293386,-33.50801474,0.00708676,-33.50092799,6,0,2.6e-11,0.0014966262465179203
83,39.6697029546,40.1534798199,111.09116219,-33.50831596,0.0073879,-33.50092806,6,0,2.6e-11,0.00137757643392578
84,40.1534798199,40.6372566852,115.60876182,-33.50861647,0.00768833,-33.50092814,6,0,2.7e-11,0.001241519503522722
85,40.6372566852,41.1210335505,120.0981412,-33.50891511,0.00798689,-33.50092822,6,0,2.7e-11,0.0011054625731196643
86,41.1210335505,41.604810415799996,124.54219381,-33.50921072,0.00828243,-33.50092829,6,0,2.9e-11,0.0009864127605275239
87,41.604810415799996,42.0885872811,128.9243621,-33.50950222,0.00857386,-33.50092836,6,0,2.9e-11,0.0008673629358511006
88,42.0885872811,42.5723641464,133.22869798,-33.50978854,0.00886011,-33.50092843,6,0,3e-11,0.0007483131232589601
89,42.5723641464,43.0561410117,137.43991696,-33.51006867,0.00914017,-33.50092849,6,0,3.2e-11,0.0006462704284777376
90,43.0561410117,43.539917877,141.54344646,-33.51034163,0.00941307,-33.50092856,6,0,3.3e-11,0.0005272206158855971
91,43.539917877,44.0236947423,145.52547047,-33.5106065,0.00967789,-33.50092862,6,0,3.4e-11,0.00042517790902009146
92,44.0236947423,44.507471607599996,149.37297028,-33.51086243,0.00993376,-33.50092867,6,0,3.4e-11,0.0003401423320497864
93,44.507471607599996,44.9912484729,153.07376151,-33.5111086,0.01017987,-33.50092872,6,0,3.6e-11,0.00025510675507948126
94,44.9912484729,45.4750253382,156.61651916,-33.51134425,0.01041548,-33.50092877,6,0,3.7e-11,0.0001700711660248932
95,45.4750253382,45.9588022035,159.99080081,-33.51156869,0.01063988,-33.50092882,6,0,3.9e-11,8.50355890545881e-05
96,45.9588022035,46.4425790688,163.18707044,-33.5117813,0.01085244,-33.50092886,6,0,4.2e-11,1.700711781091762e-05
97,46.4425790688,46.9263559341,166.19671314,-33.51198149,0.01105259,-33.5009289,6,0,4.3e-11,-5.102134134846984e-05
98,46.9263559341,47.410132799399996,169.01204446,-33.51216875,0.01123982,-33.50092893,6,0,4.3e-11,-0.0001020426947812227
99,47.410132799399996,47.8939096647,171.62632158,-33.51234264,0.01141367,-33.50092896,6,0,4.3e-11,-0.00015306404821397557
100,47.8939096647,48.37768653,174.03374434,-33.51250276,0.01157377,-33.50092899,6,0,4.4e-11,-0.0002040853895624454
